confidenceRank	structurePerIdRank	formulaRank	#adducts	#predictedFPs	ConfidenceScore	ConfidenceScoreApproximate	CSI:FingerIDScore	ZodiacScore	SiriusScore	molecularFormula	adduct	InChIkey2D	InChI	name	smiles	xlogp	pubchemids	links	dbflags	ionMass	retentionTimeInSeconds	id	featureId
27	1	1	1	1	0.9885971281975047	0.9885971281975047	-81.48956016343641	N/A	33.107414995082564	C14H26N2O4	[M + H]+	SQGBTKIDTKOYMS	InChI=1S/C14H26N2O4/c1-8(2)6-11(15-10(5)17)13(18)16-12(14(19)20)7-9(3)4/h8-9,11-12H,6-7H2,1-5H3,(H,15,17)(H,16,18)(H,19,20)	2-(2-acetamido-4-methylpentanamido)-4-methylpentanoic acid	CC(C)CC(C(=O)NC(CC(C)C)C(=O)O)NC(=O)C	1.4558276	10968127;443129;73900914;44384550	COCONUT:(CNP0141641);CHEBI:(7193);SUPERNATURAL:(SN0352456);KEGG:(C11333);PUBCHEM:(10968127 443129 73900914 44384550);PUBMED	3146082	287.19656	132.55054167419672	1183_mzmine_results_sirius_5354	5354
28	1	1	1	1	0.987820224390589	0.9887542721457809	-48.12120213081516	N/A	46.046655698745006	C14H20N2O3	[M + H]+	GJNDXQBALKCYSZ	InChI=1S/C14H20N2O3/c1-9(2)12(15)13(17)16-11(14(18)19)8-10-6-4-3-5-7-10/h3-7,9,11-12H,8,15H2,1-2H3,(H,16,17)(H,18,19)	2-(2-amino-3-methylbutanamido)-3-phenylpropanoic acid	CC(C)C(C(=O)NC(CC1=CC=CC=C1)C(=O)O)N	1.1077958	103869001;6993119;6993120;14212831;61157144;61172246;36689042;36689043;36689044;36689045;36689046;144746;79012900;44369299	PUBCHEMANNOTATIONBIO;HMDB:(HMDB0029134 HMDB0255244);BloodExposome:(144746);SUPERNATURAL:(SN0107425);PUBCHEM:(103869001 6993119 6993120 14212831 61157144 61172246 36689042 36689043 36689044 36689045 36689046 144746 79012900 44369299);FooDB:(FDB112136);GNPS:(CCMSLIB00003137123 CCMSLIB00000847675);TRAIN;COCONUT:(CNP0087132);CHEBI:(75016);LOTUS:(Q27145075);DSSTox:(DTXSID301313439 DTXSID80959966);PUBMED	138268397674	265.15495	97.30541926928795	914_mzmine_results_sirius_4175	4175
29	1	1	1	1	0.9874445101466996	0.9874445101466996	-102.25225392993492	N/A	41.57154700613486	C14H18N2O5	[M + H]+	JXWLMUIXUXLIJR	InChI=1S/C14H18N2O5/c15-10(8-9-4-2-1-3-5-9)13(19)16-11(14(20)21)6-7-12(17)18/h1-5,10-11H,6-8,15H2,(H,16,19)(H,17,18)(H,20,21)		C1=CC=C(C=C1)CC(C(=O)NC(CCC(=O)O)C(=O)O)N	0.03003041	4422358;53980407;7009626;21123003;10193047;78984591;61160123;45049855;151134	HMDB:(HMDB0028994);BloodExposome:(151134);SUPERNATURAL:(SN0178264);MESH:(151134);PUBCHEM:(4422358 53980407 7009626 21123003 10193047 78984591 61160123 45049855 151134);FooDB:(FDB112014);GNPS:(CCMSLIB00003135218);TRAIN;COCONUT:(CNP0452494);CHEBI:(177253 74712);LOTUS:(Q27144851);DSSTox:(DTXSID70189735);PUBMED	138251620462	295.12861	43.931647033691405	285_mzmine_results_sirius_1439	1439
30	1	1	1	1	0.9872756017137989	0.9872756017137989	-68.47865419556712	N/A	55.399937374274906	C18H18N2O4	[M + H]+	NGPCLOGFGKJCBP	InChI=1S/C18H18N2O4/c21-13-5-1-11(2-6-13)9-15-17(23)20-16(18(24)19-15)10-12-3-7-14(22)8-4-12/h1-8,15-16,21-22H,9-10H2,(H,19,24)(H,20,23)	3,6-bis[(4-hydroxyphenyl)methyl]piperazine-2,5-dione	C1=CC(=CC=C1CC2C(=O)NC(C(=O)N2)CC3=CC=C(C=C3)O)O	2.0	102375263;59269972;59269973;11267350;192816	PUBCHEMANNOTATIONBIO;SUPERNATURAL:(SN0244973);MESH:(192816);PUBCHEM:(102375263 59269972 59269973 11267350 192816);NORMAN:(NS00068711);COCONUT:(CNP0283873);METACYC:(CPD-15209);CHEBI:(65048 65063);KEGG:(C20516);LOTUS:(Q105179065 Q27097946);DSSTox:(DTXSID001310862 DTXSID90971679);PUBCHEMANNOTATIONDRUG;PUBMED	137761130854	327.13418	70.27	649_mzmine_results_sirius_2990	2990
31	1	1	1	1	0.9870272712023221	0.9870272712023221	-51.67543180018848	N/A	85.22210829469665	C8H13NO3	[M + H]+	VFFNZZXXTGXBOG	InChI=1S/C8H13NO3/c1-2-3-7(10)9-6-4-5-12-8(6)11/h6H,2-5H2,1H3,(H,9,10)	N-Butyryl-L-Homoserine Lactone	CCCC(=O)NC1CCOC1=O	0.5	10130163;71684563;44602431;443433	PUBCHEMANNOTATIONBIO;HMDB:(HMDB0247190);BloodExposome:(10130163);SUPERNATURAL:(SN0388693);LIPIDMAPS:(LMFA08030002);MESH:(443433 10130163);PUBCHEM:(10130163 71684563 44602431 443433);COCONUT:(CNP0186467);METACYC:(CPD-10784);CHEBI:(29643 177513 179573);KEGG:(C11837);LOTUS:(Q27461123);DSSTox:(DTXSID30435962);PUBMED	139878992238	172.09688	53.95212717056275	411_mzmine_results_sirius_1970	1970
32	1	1	1	1	0.9864784329978225	0.9864784329978225	-18.29483334082161	N/A	70.30035555671682	C10H16N2O4	[M + H]+	DTSWLLBBGHRXQH	InChI=1S/C10H16N2O4/c1-5(2)8(10(15)16)12-9(14)6-3-4-7(13)11-6/h5-6,8H,3-4H2,1-2H3,(H,11,13)(H,12,14)(H,15,16)	3-methyl-2-[(5-oxopyrrolidin-2-yl)formamido]butanoic acid	CC(C)C(C(=O)O)NC(=O)C1CCC(=O)N1	-0.1	103803266;103803279;28191821;28191823;28191825;53778778;21405077;7408117;131841435;152416;79011070	COCONUT:(CNP0139647);HMDB:(HMDB0094651);METACYC:(CPD-20363);BloodExposome:(152416);CHEBI:(132991 132993 191162);SUPERNATURAL:(SN0075204);MESH:(152416);PUBCHEM:(103803266 103803279 28191821 28191823 28191825 53778778 21405077 7408117 131841435 152416 79011070);GNPS:(CCMSLIB00003139626);DSSTox:(DTXSID40175549 DTXSID50613189);PUBMED	137446299758	229.1188	57.97354504607618	459_mzmine_results_sirius_2160	2160
33	1	1	1	1	0.986106111117314	0.9881154093696456	-72.42704437955665	N/A	24.069014655817856	C14H20N2O3	[M + H]+	GJNDXQBALKCYSZ	InChI=1S/C14H20N2O3/c1-9(2)12(15)13(17)16-11(14(18)19)8-10-6-4-3-5-7-10/h3-7,9,11-12H,8,15H2,1-2H3,(H,16,17)(H,18,19)	2-(2-amino-3-methylbutanamido)-3-phenylpropanoic acid	CC(C)C(C(=O)NC(CC1=CC=CC=C1)C(=O)O)N	1.1077958	103869001;6993119;6993120;14212831;61157144;61172246;36689042;36689043;36689044;36689045;36689046;144746;79012900;44369299	PUBCHEMANNOTATIONBIO;HMDB:(HMDB0029134 HMDB0255244);BloodExposome:(144746);SUPERNATURAL:(SN0107425);PUBCHEM:(103869001 6993119 6993120 14212831 61157144 61172246 36689042 36689043 36689044 36689045 36689046 144746 79012900 44369299);FooDB:(FDB112136);GNPS:(CCMSLIB00003137123 CCMSLIB00000847675);TRAIN;COCONUT:(CNP0087132);CHEBI:(75016);LOTUS:(Q27145075);DSSTox:(DTXSID301313439 DTXSID80959966);PUBMED	138268397674	265.15512	77.72	756_mzmine_results_sirius_3417	3417
34	1	1	1	1	0.985821922516057	0.985821922516057	-71.88317244718525	N/A	36.723952885951	C14H20N2O3	[M + H]+	IEHDJWSAXBGJIP	InChI=1S/C14H20N2O3/c1-9(2)12(14(18)19)16-13(17)11(15)8-10-6-4-3-5-7-10/h3-7,9,11-12H,8,15H2,1-2H3,(H,16,17)(H,18,19)		CC(C)C(C(=O)O)NC(=O)C(CC1=CC=CC=C1)N	1.1077958	4096934;112497282;9903390;40493114;40493116;40493119;7359121;7359122;55029758;61174720;79010135	PUBCHEMANNOTATIONBIO;HMDB:(HMDB0029008);SUPERNATURAL:(SN0143307);MESH:(7359122);PUBCHEM:(4096934 112497282 9903390 40493114 40493116 40493119 7359121 7359122 55029758 61174720 79010135);FooDB:(FDB112024);GNPS:(CCMSLIB00003134818 CCMSLIB00003137478);TRAIN;COCONUT:(CNP0449433);CHEBI:(73638 173876);LOTUS:(Q27143136);DSSTox:(DTXSID80874589);PUBCHEMANNOTATIONDRUG;PUBMED	138297757806	265.15498	65.5072021484375	563_mzmine_results_sirius_2630	2630
35	1	1	1	1	0.9857106750153941	0.9857106750153941	-95.00499285606176	N/A	40.87994091337921	C14H26N2O4	[M + H]+	SQGBTKIDTKOYMS	InChI=1S/C14H26N2O4/c1-8(2)6-11(15-10(5)17)13(18)16-12(14(19)20)7-9(3)4/h8-9,11-12H,6-7H2,1-5H3,(H,15,17)(H,16,18)(H,19,20)	2-(2-acetamido-4-methylpentanamido)-4-methylpentanoic acid	CC(C)CC(C(=O)NC(CC(C)C)C(=O)O)NC(=O)C	1.4558276	10968127;443129;73900914;44384550	COCONUT:(CNP0141641);CHEBI:(7193);SUPERNATURAL:(SN0352456);KEGG:(C11333);PUBCHEM:(10968127 443129 73900914 44384550);PUBMED	3146082	287.19674	124.4148828125	1135_mzmine_results_sirius_5198	5198
36	1	1	1	1	0.9856763637823763	0.9856763637823763	-62.77894118857212	N/A	89.72796743020173	C8H13NO3	[M + H]+	VFFNZZXXTGXBOG	InChI=1S/C8H13NO3/c1-2-3-7(10)9-6-4-5-12-8(6)11/h6H,2-5H2,1H3,(H,9,10)	N-Butyryl-L-Homoserine Lactone	CCCC(=O)NC1CCOC1=O	0.5	10130163;71684563;44602431;443433	PUBCHEMANNOTATIONBIO;HMDB:(HMDB0247190);BloodExposome:(10130163);SUPERNATURAL:(SN0388693);LIPIDMAPS:(LMFA08030002);MESH:(443433 10130163);PUBCHEM:(10130163 71684563 44602431 443433);COCONUT:(CNP0186467);METACYC:(CPD-10784);CHEBI:(29643 177513 179573);KEGG:(C11837);LOTUS:(Q27461123);DSSTox:(DTXSID30435962);PUBMED	139878992238	172.09704	63.58	601_mzmine_results_sirius_2802	2802
37	1	1	1	1	0.9854241641556674	0.9854241641556674	-51.087847567213444	N/A	60.45389978802126	C10H16N2O2	[M + H]+	XLUAWXQORJEMBD	InChI=1S/C10H16N2O2/c1-6(2)8-10(14)12-5-3-4-7(12)9(13)11-8/h6-8H,3-5H2,1-2H3,(H,11,13)	3-(propan-2-yl)-octahydropyrrolo[1,2-a]pyrazine-1,4-dione	CC(C)C1C(=O)N2CCCC2C(=O)N1	0.8	21776426;6545869;6992260;6992261;102190978;102491879;927560;10821724;98951	PUBCHEMANNOTATIONBIO;HMDB:(HMDB0240493);SUPERNATURAL:(SN0433713);MESH:(98951 6992261);PUBCHEM:(21776426 6545869 6992260 6992261 102190978 102491879 927560 10821724 98951);FooDB:(FDB093683);GNPS:(CCMSLIB00000845309);TRAIN;COCONUT:(CNP0261443);CHEBI:(181001 69439);LOTUS:(Q82955676 Q105330399 Q27137780 Q105330397 Q77521278);DSSTox:(DTXSID201159678 DTXSID20971985 DTXSID40426301);KNAPSACK:(XLUAWXQORJEMBD-UHFFFAOYSA-N);PUBMED	138264203390	197.12861	67.87921147492554	585_mzmine_results_sirius_2729	2729
38	1	1	1	1	0.9852272141124825	0.9852272141124825	-72.58350171305014	N/A	55.5770866344067	C10H18N2O3	[M + H]+	AWJGUZSYVIVZGP	InChI=1S/C10H18N2O3/c1-6(2)8(10(14)15)12-9(13)7-4-3-5-11-7/h6-8,11H,3-5H2,1-2H3,(H,12,13)(H,14,15)	3-methyl-2-[(pyrrolidin-2-yl)formamido]butanoic acid	CC(C)C(C(=O)O)NC(=O)C1CCCN1	0.37778893	103868894;9834351;6992339;5256474;61157158;1549380;1549381;36688517;36688519;142984;152307;79011215	PUBCHEMANNOTATIONBIO;HMDB:(HMDB0029030);BloodExposome:(152307 142984);SUPERNATURAL:(SN0017153);MESH:(142984);PUBCHEM:(103868894 9834351 6992339 5256474 61157158 1549380 1549381 36688517 36688519 142984 152307 79011215);FooDB:(FDB112038);GNPS:(CCMSLIB00003136176 CCMSLIB00003139200);COCONUT:(CNP0371921);CHEBI:(74800);LOTUS:(Q27144911);DSSTox:(DTXSID90942662);PUBMED	138268381294	215.13847	29.893443989354715	149_mzmine_results_sirius_704	704
39	1	1	1	1	0.9849178957942573	0.9849178957942573	-113.15836622769166	N/A	62.352118643502365	C14H26N2O4	[M + H]+	SQGBTKIDTKOYMS	InChI=1S/C14H26N2O4/c1-8(2)6-11(15-10(5)17)13(18)16-12(14(19)20)7-9(3)4/h8-9,11-12H,6-7H2,1-5H3,(H,15,17)(H,16,18)(H,19,20)	2-(2-acetamido-4-methylpentanamido)-4-methylpentanoic acid	CC(C)CC(C(=O)NC(CC(C)C)C(=O)O)NC(=O)C	1.4558276	10968127;443129;73900914;44384550	COCONUT:(CNP0141641);CHEBI:(7193);SUPERNATURAL:(SN0352456);KEGG:(C11333);PUBCHEM:(10968127 443129 73900914 44384550);PUBMED	3146082	287.19647	129.725	1163_mzmine_results_sirius_5298	5298
40	1	1	1	1	0.983880436332366	0.983880436332366	-191.674813024499	N/A	46.26399888391758	C14H18N2O3	[M + H]+	WEQJQNWXCSUVMA	InChI=1S/C14H18N2O3/c15-11(9-10-5-2-1-3-6-10)13(17)16-8-4-7-12(16)14(18)19/h1-3,5-6,11-12H,4,7-9,15H2,(H,18,19)	1-(2-amino-3-phenylpropanoyl)pyrrolidine-2-carboxylic acid	C1CC(N(C1)C(=O)C(CC2=CC=CC=C2)N)C(=O)O	0.8641726	4069131;102532462;69600282;7010715;7010716;7020641;7020642;21124120;21124121;7408534;7408535;139727117;61172613;162656;11902972;44369313	PUBCHEMANNOTATIONBIO;HMDB:(HMDB0011177);BloodExposome:(162656);SUPERNATURAL:(SN0408216);MESH:(162656 4069131 7020642);PUBCHEM:(4069131 102532462 69600282 7010715 7010716 7020641 7020642 21124120 21124121 7408534 7408535 139727117 61172613 162656 11902972 44369313);FooDB:(FDB027949 FDB111640);GNPS:(CCMSLIB00003137602);TRAIN;COCONUT:(CNP0347186);CHEBI:(74750);LOTUS:(Q27144877);DSSTox:(DTXSID00199887 DTXSID30426693 DTXSID40398993 DTXSID40428623);PUBCHEMANNOTATIONDRUG;PUBMED	138301952110	263.13919	69.00687500000001	621_mzmine_results_sirius_2858	2858
41	1	1	1	1	0.9834415462126243	0.9834415462126243	-97.70239330861682	N/A	84.71714695627198	C12H18N4O2	[M + H]+	QYFSHTYKVAOVJM	InChI=1S/C12H18N4O2/c1-7(2)3-9-11(17)16-10(12(18)15-9)4-8-5-13-6-14-8/h5-7,9-10H,3-4H2,1-2H3,(H,13,14)(H,15,18)(H,16,17)	Cis-Cyclo-(His,Leu)	CC(C)CC1C(=O)NC(C(=O)N1)CC2=CN=CN2	0.6	101013136;14132660;6453155;44566905	COCONUT:(CNP0125082);MiMeDB:(MMDBc0018650);SUPERNATURAL:(SN0318380);MESH:(6453155);PUBCHEM:(101013136 14132660 6453155 44566905);LOTUS:(Q83077184);DSSTox:(DTXSID70203763);PUBMED	138784276550	251.15046	38.536758513620796	236_mzmine_results_sirius_1204	1204
42	1	1	1	1	0.9833811878564693	0.9833811878564693	-65.1717910482968	N/A	74.01500828902859	C16H27NO4	[M + H]+	PHSRRHGYXQCRPU	InChI=1S/C16H27NO4/c1-2-3-4-5-6-7-8-9-13(18)12-15(19)17-14-10-11-21-16(14)20/h14H,2-12H2,1H3,(H,17,19)	N-(3-Oxododecanoyl)-L-Homoserine Lactone	CCCCCCCCCC(=O)CC(=O)NC1CCOC1=O	4.1	3246941;72191891;72191892;127864;24898468	PUBCHEMANNOTATIONBIO;MiMeDB:(MMDBc0032865 MMDBc0032883);BloodExposome:(3246941 127864);PUBCHEMANNOTATIONSAFETYANDTOXIC;SUPERNATURAL:(SN0285742);LIPIDMAPS:(LMFA08030001);MESH:(127864 3246941);PUBCHEM:(3246941 72191891 72191892 127864 24898468);TRAIN;NORMAN:(NS00070434);COCONUT:(CNP0349174);METACYC:(CPD-10783);CHEBI:(56080 29639 44534);KEGG:(C11840 C21201);LOTUS:(Q27097543);DSSTox:(DTXSID00934614 DTXSID90390604);PUBMED	141020121446	298.20159	240.62	1663_mzmine_results_sirius_6445	6445
43	1	1	1	1	0.9831908960081931	0.9831908960081931	-114.96707824832957	N/A	62.52587475083835	C15H23N3O3	[M + H]+	QCZYYEFXOBKCNQ	InChI=1S/C15H23N3O3/c16-9-5-4-8-12(17)14(19)18-13(15(20)21)10-11-6-2-1-3-7-11/h1-3,6-7,12-13H,4-5,8-10,16-17H2,(H,18,19)(H,20,21)		C1=CC=C(C=C1)CC(C(=O)O)NC(=O)C(CCCCN)N	0.25088125	14747198;67010177;154470067;7016101;92223565;3459978;151410;57212901	COCONUT:(CNP0463186);PUBCHEMANNOTATIONBIO;HMDB:(HMDB0028958 HMDB0304786);BloodExposome:(151410);CHEBI:(73605);SUPERNATURAL:(SN0302044);MESH:(151410);PUBCHEM:(14747198 67010177 154470067 7016101 92223565 3459978 151410 57212901);FooDB:(FDB098216 FDB111981);DSSTox:(DTXSID30968386 DTXSID60585207 DTXSID70657545);PUBMED	137999941742	294.18153	36.72203826799989	211_mzmine_results_sirius_1052	1052
44	1	1	1	1	0.9830330884807528	0.9888526338813122	-88.13789505305607	N/A	63.371602784116135	C14H20N2O3	[M + H]+	GJNDXQBALKCYSZ	InChI=1S/C14H20N2O3/c1-9(2)12(15)13(17)16-11(14(18)19)8-10-6-4-3-5-7-10/h3-7,9,11-12H,8,15H2,1-2H3,(H,16,17)(H,18,19)	2-(2-amino-3-methylbutanamido)-3-phenylpropanoic acid	CC(C)C(C(=O)NC(CC1=CC=CC=C1)C(=O)O)N	1.1077958	103869001;6993119;6993120;14212831;61157144;61172246;36689042;36689043;36689044;36689045;36689046;144746;79012900;44369299	PUBCHEMANNOTATIONBIO;HMDB:(HMDB0029134 HMDB0255244);BloodExposome:(144746);SUPERNATURAL:(SN0107425);PUBCHEM:(103869001 6993119 6993120 14212831 61157144 61172246 36689042 36689043 36689044 36689045 36689046 144746 79012900 44369299);FooDB:(FDB112136);GNPS:(CCMSLIB00003137123 CCMSLIB00000847675);TRAIN;COCONUT:(CNP0087132);CHEBI:(75016);LOTUS:(Q27145075);DSSTox:(DTXSID301313439 DTXSID80959966);PUBMED	138268397674	265.15495	72.27278142467607	643_mzmine_results_sirius_2962	2962
45	1	1	1	1	0.9830008336405949	0.9830008336405949	-44.864119984334565	N/A	37.2753177439254	C5H7NO3	[M + H]+	ODHCTXKNWHHXJC	InChI=1S/C5H7NO3/c7-4-2-1-3(6-4)5(8)9/h3H,1-2H2,(H,6,7)(H,8,9)	Pidolic Acid	C1CC(=O)NC1C(=O)O	-0.8	134081798;102601775;76973407;76973951;5289118;7043982;21226158;101602863;102268616;144688319;101958799;140883902;131698836;10534703;499;7405;439685;122222193;142689433;71309033;57536822	PUBCHEMANNOTATIONBIO;HMDB:(HMDB0000267);MiMeDB:(MMDBc0000509);BloodExposome:(7405 439685 499 23668602);PUBCHEMANNOTATIONSAFETYANDTOXIC;SUPERNATURAL:(SN0262322);MESH:(499 7405);PUBCHEM:(134081798 102601775 76973407 76973951 5289118 7043982 21226158 101602863 102268616 144688319 101958799 140883902 131698836 10534703 499 7405 439685 122222193 142689433 71309033 57536822);FooDB:(FDB006738 FDB014506);NORMAN:(NS00088759 NS00080822 NS00006581 NS00091042 NS00085695 NS00085313 NS00088758 NS00088531 NS00078265 NS00081748);COCONUT:(CNP0206174);METACYC:(5-OXOPROLINE CPD-656 NRPS-Group);CHEBI:(58402 16010 57606 57948 18183 16924);PLANTCYC:(5-OXOPROLINE);KEGG:(C02237 C01879);YMDB:(YMDB00107);LOTUS:(Q60998677 Q421383 Q27887010);DSSTox:(DTXSID10193432 DTXSID20191929 DTXSID20885432 DTXSID40197423 DTXSID40959462 DTXSID50183074 DTXSID50218875 DTXSID6046260 DTXSID60948398 DTXSID80859174);PUBCHEMANNOTATIONDRUG;KNAPSACK:(ODHCTXKNWHHXJC-UHFFFAOYSA-N);PUBMED	139443243390	130.05011	20.302222788184878	47_mzmine_results_sirius_239	239
46	1	1	1	1	0.9820634703828286	0.9820634703828286	-20.705569030504247	N/A	43.713910420999234	C14H20N2O4S	[M + H]+	YOUUHQUDFVVAKB	InChI=1S/C14H20N2O4S/c1-21(20)8-7-12(14(18)19)16-13(17)11(15)9-10-5-3-2-4-6-10/h2-6,11-12H,7-9,15H2,1H3,(H,16,17)(H,18,19)	Phe-Met(O)	CS(=O)CCC(C(=O)O)NC(=O)C(CC1=CC=CC=C1)N	-0.37305197	91746319	TRAIN;PUBCHEM:(91746319)	16386	313.12175	41.837641601562495	255_mzmine_results_sirius_1295	1295
47	1	1	1	1	0.9820244155092075	0.9877037393977756	-89.04592893718238	N/A	10.41884530525704	C18H20N2O3	[M + Na]+	GKZIWHRNKRBEOH	InChI=1S/C18H20N2O3/c19-15(11-13-7-3-1-4-8-13)17(21)20-16(18(22)23)12-14-9-5-2-6-10-14/h1-10,15-16H,11-12,19H2,(H,20,21)(H,22,23)	Phe-Phe	C1=CC=C(C=C1)CC(C(=O)NC(CC2=CC=CC=C2)C(=O)O)N	2.0443695	154514881;101361980;102532464;6993089;6993090;6993091;163322681;129853212;101521825;6426953;153828841;70064327;36688992;36688993;36688994;36688995;65104;44369305	PUBCHEMANNOTATIONBIO;HMDB:(HMDB0013302);BloodExposome:(65104);SUPERNATURAL:(SN0108507);MESH:(65104 6993090);PUBCHEM:(154514881 101361980 102532464 6993089 6993090 6993091 163322681 129853212 101521825 6426953 153828841 70064327 36688992 36688993 36688994 36688995 65104 44369305);FooDB:(FDB029369);GNPS:(CCMSLIB00003134654 CCMSLIB00003134837);TRAIN;NORMAN:(NS00045604);COCONUT:(CNP0348037);CHEBI:(72723 191205);DSSTox:(DTXSID00653191 DTXSID60423791 DTXSID60653192 DTXSID80948633);PUBCHEMANNOTATIONDRUG;PUBMED	138033778798	335.13699	98.86	930_mzmine_results_sirius_4258	4258
48	1	1	1	1	0.9815265917728788	0.9815265917728788	-14.018157319727475	N/A	79.81318659542394	C5H11NO2S	[M + H]+	FFEARJCKVFRZRR	InChI=1S/C5H11NO2S/c1-9-3-2-4(6)5(7)8/h4H,2-3,6H2,1H3,(H,7,8)	Hmet	CSCCC(C(=O)O)N	-0.38018134	101064246;101132627;101151584;101151585;58618342;162370937;6992087;6992109;53462885;155899125;155899126;15556483;15556484;15556486;15556487;15556488;15556489;15556490;15556492;15556493;15556496;15556497;15556498;15556500;15556501;15556502;15556503;16057251;5249997;5255805;16213430;16217582;5460884;5460888;5460889;5460891;5460892;126455849;135373086;53796132;129646641;124202795;137331793;102185300;101611382;102217574;102468411;162642120;162642121;162642122;160448857;56629559;91870362;10176215;10219537;88472549;150150636;143171935;165359014;90704993;90714884;153693901;153694816;153695641;153709934;153711685;153777191;153810792;131707341;131708677;131708710;123729319;158013401;158383558;10511090;10630758;10773221;10844642;88901898;88901901;88901910;876;6137;84815;169695;174768;450576;91338150;117064443;117064844;11789360;11804952;164674410;164674411;71308865;71308866;71308867;71308933;71308948;71309197;71311580;57616905;57616936;57616953	PUBCHEMANNOTATIONSAFETYANDTOXIC;MESH:(876 6137 84815 15556483);GNPS:(CCMSLIB00003139371);METACYC:(CPD-218 GLYCO-CT-PYR MET);CHEBI:(16643 32637 32644 32646 32632 16867 57844 32638 16811 32631 192080 57932 64558);KEGG:(C01733 C00855 C00073);LOTUS:(Q27093862 Q180341 Q22124685);DSSTox:(DTXSID00583944 DTXSID10975715 DTXSID301308345 DTXSID30237908 DTXSID30574087 DTXSID30745710 DTXSID40431036 DTXSID40433111 DTXSID5040548 DTXSID50956841 DTXSID70962025 DTXSID801317450 DTXSID9020821 DTXSID90574088 DTXSID90883369);PUBCHEMANNOTATIONDRUG;KNAPSACK:(FFEARJCKVFRZRR-UHFFFAOYSA-N);PUBCHEMANNOTATIONFOOD;PUBCHEMANNOTATIONBIO;HMDB:(HMDB0000696 HMDB0033951);MiMeDB:(MMDBc0000140 MMDBc0000286);BloodExposome:(876 84815 6137);HSDB:(63-68-3);SUPERNATURAL:(SN0084069);PUBCHEM:(101064246 101132627 101151584 101151585 58618342 162370937 6992087 6992109 53462885 155899125 155899126 15556483 15556484 15556486 15556487 15556488 15556489 15556490 15556492 15556493 15556496 15556497 15556498 15556500 15556501 15556502 15556503 16057251 5249997 5255805 16213430 16217582 5460884 5460888 5460889 5460891 5460892 126455849 135373086 53796132 129646641 124202795 137331793 102185300 101611382 102217574 102468411 162642120 162642121 162642122 160448857 56629559 91870362 10176215 10219537 88472549 150150636 143171935 165359014 90704993 90714884 153693901 153694816 153695641 153709934 153711685 153777191 153810792 131707341 131708677 131708710 123729319 158013401 158383558 10511090 10630758 10773221 10844642 88901898 88901901 88901910 876 6137 84815 169695 174768 450576 91338150 117064443 117064844 11789360 11804952 164674410 164674411 71308865 71308866 71308867 71308933 71308948 71309197 71311580 57616905 57616936 57616953);FooDB:(FDB012166 FDB012683);NORMAN:(NS00006428 NS00068567 NS00079639 NS00088663);COCONUT:(CNP0217457);PLANTCYC:(MET);YMDB:(YMDB00816 YMDB00318);PUBMED	139577465726	150.05858	20.829261284509357	19_mzmine_results_sirius_132	132
49	1	1	1	1	0.9768442017492707	0.9768442017492707	-42.553264512680876	N/A	65.1306680765545	C14H20N2O4	[M + H]+	OYOQKMOWUDVWCR	InChI=1S/C14H20N2O4/c1-8(2)12(14(19)20)16-13(18)11(15)7-9-3-5-10(17)6-4-9/h3-6,8,11-12,17H,7,15H2,1-2H3,(H,16,18)(H,19,20)	2-[2-amino-3-(4-hydroxyphenyl)propanamido]-3-methylbutanoic acid	CC(C)C(C(=O)O)NC(=O)C(CC1=CC=C(C=C1)O)N	0.6850284	103692961;103868892;103869087;103869620;14767562;65545717;7009559;7009560;56846296;61156975	COCONUT:(CNP0297802);HMDB:(HMDB0029118);CHEBI:(75007);SUPERNATURAL:(SN0278599);PUBCHEM:(103692961 103868892 103869087 103869620 14767562 65545717 7009559 7009560 56846296 61156975);FooDB:(FDB098232);GNPS:(CCMSLIB00003137604 CCMSLIB00003136405);LOTUS:(Q27145064);DSSTox:(DTXSID40563821);TRAIN	138247426090	281.14998	70.77442896276713	630_mzmine_results_sirius_2889	2889
50	1	1	1	1	0.9766818233655318	0.9766818233655318	-37.564035837704296	N/A	32.158163620761485	C10H14N2O2	[M + H]+	BKASXWPLSXFART	InChI=1S/C10H14N2O2/c13-9-7-3-1-5-11(7)10(14)8-4-2-6-12(8)9/h7-8H,1-6H2	1,7-diazatricyclo[7.3.0.0³,⁷]dodecane-2,8-dione	C1CC2C(=O)N3CCCC3C(=O)N2C1	0.1	144367083;6542165;6932481;529063;736756	COCONUT:(CNP0244435);SUPERNATURAL:(SN0027717);MESH:(529063 736756);PUBCHEM:(144367083 6542165 6932481 529063 736756);LOTUS:(Q103816804 Q104937470);DSSTox:(DTXSID201313224 DTXSID201334424);PUBMED	137710534726	195.11301	53.81950148553497	406_mzmine_results_sirius_1953	1953
