structurePerIdRank	formulaRank	ConfidenceScoreExact	ConfidenceScoreApproximate	CSI:FingerIDScore	ZodiacScore	SiriusScore	molecularFormula	adduct	precursorFormula	InChIkey2D	InChI	name	smiles	xlogp	pubchemids	links	dbflags	ionMass	retentionTimeInSeconds	formulaId	alignedFeatureId	featureId
1	1	0.9918664273997986	0.9918664273997986	-112.81615546144509	nul	69.808	C15H23N3O4	[M + H]+	C15H24N3O4+	MYTOTTSMVMWVJN	InChI=1S/C15H23N3O4/c16-8-2-1-3-12(17)14(20)18-13(15(21)22)9-10-4-6-11(19)7-5-10/h4-7,12-13,19H,1-3,8-9,16-17H2,(H,18,20)(H,21,22)	(S)-2-((S)-2,6-Diaminohexanamido)-3-(4-hydroxyphenyl)Propanoic acid	C1=CC(=CC=C1CC(C(=O)O)NC(=O)C(CCCCN)N)O	-0.172	14693924;67009850;7021819;7021820	PUBCHEMANNOTATIONBIO;HMDB:(HMDB0028963);CHEBI:(73608);SUPERNATURAL:(SN0238976);PUBCHEM:(14693924 67009850 7021819 7021820);FooDB:(FDB111986);LOTUS:(Q27141917);DSSTox:(DTXSID50427405);PUBMED	138262085738	310.176	21	567749673419731763	567749456377073238	183
1	1	0.9926701710637136	0.9926701710637136	-98.51452611746988	nul	21.097	C10H16N2O3	[M + H]+	C10H17N2O3+	RWCOTTLHDJWHRS	InChI=1S/C10H16N2O3/c13-9(7-3-1-5-11-7)12-6-2-4-8(12)10(14)15/h7-8,11H,1-6H2,(H,14,15)	Pro-Pro	C1CC(NC1)C(=O)N2CCCC2C(=O)O	-2.300	103868724;7408325;146036959;92245213;78923151;61158797;61172252;263469;11622593;11902928;57309116;132526338	PUBCHEMANNOTATIONBIO;HMDB:(HMDB0011180);BloodExposome:(57309116 263469);SUPERNATURAL:(SN0336838);MESH:(263469 11622593);PUBCHEM:(103868724 7408325 146036959 92245213 78923151 61158797 61172252 263469 11622593 11902928 57309116 132526338);FooDB:(FDB027952);COCONUT:(CNP0189934);METACYC:(CPD-23026);CHEBI:(73646);LOTUS:(Q27143817);DSSTox:(DTXSID60294761 DTXSID70720804);PUBMED	146858322030	213.123	21	567749654948016448	567749456456765018	185
1	1	0.43907190254097345	0.5610309864469689	-135.25388456995776	nul	37.071	C12H20N4O3	[M + Na]+	C12H20N4NaO3+	IDXZDKMBEXLFMB	InChI=1S/C12H20N4O3/c1-3-7(2)10(12(18)19)16-11(17)9(13)4-8-5-14-6-15-8/h5-7,9-10H,3-4,13H2,1-2H3,(H,14,15)(H,16,17)(H,18,19)	2-[2-amino-3-(1H-imidazol-5-yl)propanamido]-3-methylpentanoic acid	CCC(C)C(C(=O)O)NC(=O)C(CC1=CN=CN1)N	-0.169	4060215;9900065;51062691;92287398;92287399;45049957;93602642	COCONUT:(CNP0346995);HMDB:(HMDB0028888);BloodExposome:(4060215);CHEBI:(141437 169681);SUPERNATURAL:(SN0143034);PUBCHEM:(4060215 9900065 51062691 92287398 92287399 45049957 93602642);FooDB:(FDB111917);GNPS:(CCMSLIB00003134852)	544215082	291.142	21	567749656336331083	567749456507096670	190
1	1	0.6647511621370918	0.6647511621370918	-68.59698322067493	nul	54.044	C16H32N6O4	[M + H]+	C16H33N6O4+	RTJPAGFXOWEBAI	InChI=1S/C16H32N6O4/c1-8(2)11(17)13(23)22-12(9(3)4)14(24)21-10(15(25)26)6-5-7-20-16(18)19/h8-12H,5-7,17H2,1-4H3,(H,21,24)(H,22,23)(H,25,26)(H4,18,19,20)	Valylvalylarginine	CC(C)C(C(=O)NC(C(C)C)C(=O)NC(CCCN=C(N)N)C(=O)O)N	-0.800	25123284;18232572	PUBCHEM:(25123284 18232572);CHEBI:(166433)	34	373.256	21	567749659897295306	567749456565816930	196
1	1	0.9622056448722878	0.9622056448722878	-65.80480294126983	nul	86.777	C10H18N2O5	[M + H]+	C10H19N2O5+	UPJONISHZRADBH	InChI=1S/C10H18N2O5/c1-5(2)8(11)9(15)12-6(10(16)17)3-4-7(13)14/h5-6,8H,3-4,11H2,1-2H3,(H,12,15)(H,13,14)(H,16,17)	2-(2-amino-3-methylbutanamido)pentanedioic acid	CC(C)C(C(=O)NC(CCC(=O)O)C(=O)O)N	-0.907	5058636;7009622;7009623;40520340;40520338;40520342;61159819;61160307;79013162	COCONUT:(CNP0347264);PUBCHEMANNOTATIONBIO;HMDB:(HMDB0029126);METACYC:(CPD-20364);CHEBI:(75011);SUPERNATURAL:(SN0376571);PUBCHEM:(5058636 7009622 7009623 40520340 40520338 40520342 61159819 61160307 79013162);FooDB:(FDB112128);LOTUS:(Q27145070);DSSTox:(DTXSID30654479)	138264184874	247.129	22	567749666855645810	567749456624537190	197
1	1	0.3817120813050129	0.3817120813050129	-145.76368845254729	nul	72.284	C8H13NO4	[M + H]+	C8H14NO4+	YXDVLPJYMMCYBP	InChI=1S/C8H13NO4/c10-7(11)5-9-3-1-2-6(4-9)8(12)13/h6H,1-5H2,(H,10,11)(H,12,13)	1-(Carboxymethyl)piperidine-3-carboxylic acid	C1CC(CN(C1)CC(=O)O)C(=O)O	-2.400	163160963;82162766	COCONUT:(CNP0464657);PUBCHEM:(163160963 82162766)	2097154	188.092	21	567749670215283380	567749456679063146	198
1	1	0.4436324999844413	0.4724016810945829	-111.97505719723127	nul	73.000	C12H25N3O3	[M + H]+	C12H26N3O3+	OTXBNHIUIHNGAO	InChI=1S/C12H25N3O3/c1-8(2)7-9(14)11(16)15-10(12(17)18)5-3-4-6-13/h8-10H,3-7,13-14H2,1-2H3,(H,15,16)(H,17,18)	6-amino-2-(2-amino-4-methylpentanamido)hexanoic acid	CC(C)CC(C(=O)NC(CCCCN)C(=O)O)N	-0.236	9816627;134823868;14299197;88692876	COCONUT:(CNP0346921);PUBCHEMANNOTATIONBIO;HMDB:(HMDB0028934);CHEBI:(73583);SUPERNATURAL:(SN0275142);MESH:(9816627);PUBCHEM:(9816627 134823868 14299197 88692876);FooDB:(FDB111961);LOTUS:(Q27141757);TRAIN;PUBMED	825245806	260.197	22	567749656617349473	567749456729394798	200
1	2	0.06205712822419056	0.06205712822419056	-158.445720636743	nul	61.499	C9H14N4O	[M + H]+	C9H15N4O+	HPRSHVDHVRKXRU	InChI=1S/C9H14N4O/c1-3-5-7-10-12-9(14)13-11-8-6-4-2/h3-8H,1-2H3,(H2,12,13,14)	1,3-bis[(E)-[(Z)-but-2-enylidene]amino]urea	CC=CC=NNC(=O)NN=CC=CC	1.000	9561374;9584601;6807730;5355993;5716207;5932040;92338367;92532638;92532639	NORMAN:(NS00096844);PUBCHEM:(9561374 9584601 6807730 5355993 5716207 5932040 92338367 92532638 92532639);DSSTox:(DTXSID30430078);PUBMED	137439215682	195.123	22	567749659259761070	567749456783920754	202
1	1	0.847359255378201	0.847359255378201	-91.76918162783672	nul	114.209	C9H16N2O4	[M + H]+	C9H17N2O4+	GVUVRRPYYDHHGK	InChI=1S/C9H16N2O4/c1-5(12)7(9(14)15)11-8(13)6-3-2-4-10-6/h5-7,10,12H,2-4H2,1H3,(H,11,13)(H,14,15)	3-hydroxy-2-[[(2R)-pyrrolidine-2-carbonyl]amino]butanoic acid	CC(C(C(=O)O)NC(=O)C1CCCN1)O	-0.790	145453499;16122519;53860028;104901020;104965220;104965322;61156962;18218237	PUBCHEMANNOTATIONBIO;HMDB:(HMDB0029027);CHEBI:(173620 141395);SUPERNATURAL:(SN0116673);PUBCHEM:(145453499 16122519 53860028 104901020 104965220 104965322 61156962 18218237);FooDB:(FDB112035);PUBMED	554696810	217.118	22	567749658081161610	567749456842641014	207
1	1	0.3517043760757861	0.3517043760757861	-120.59209095034387	nul	49.899	C7H14N2O3	[M + H]+	C7H15N2O3+	IOUPEELXVYPCPG	InChI=1S/C7H14N2O3/c1-4(2)6(8)7(12)9-3-5(10)11/h4,6H,3,8H2,1-2H3,(H,9,12)(H,10,11)	2-[[(2R)-2-azaniumyl-3-methylbutanoyl]amino]acetate	CC(C)C(C(=O)NCC(=O)O)N	-2.700	21590896;6993110;6993111;154487405;6427008;36688475;136487	PUBCHEMANNOTATIONBIO;HMDB:(HMDB0029127 HMDB0259740);MiMeDB:(MMDBc0000473);METACYC:(CPD-23017);BloodExposome:(136487);CHEBI:(73699 133616);SUPERNATURAL:(SN0151275);PUBCHEM:(21590896 6993110 6993111 154487405 6427008 36688475 136487);FooDB:(FDB112129);LOTUS:(Q27143863);DSSTox:(DTXSID50879006);PUBMED	139340032106	175.107	21	567749691388130655	567749456897166970	215
1	1	0.6469842826491717	0.6469842826491717	-154.5632685092759	nul	72.517	C10H18N2O5S	[M + H]+	C10H19N2O5S+	ADHNYKZHPOEULM	InChI=1S/C10H18N2O5S/c1-18-5-4-6(11)9(15)12-7(10(16)17)2-3-8(13)14/h6-7H,2-5,11H2,1H3,(H,12,15)(H,13,14)(H,16,17)	2-[[(2R)-2-amino-4-methylsulfanylbutanoyl]amino]pentanedioic acid	CSCCC(C(=O)NC(CCC(=O)O)C(=O)O)N	-1.041	14843111;7015688;7015689;102174691;56845967;10171602;88208342;104908035;104908055;61160124	PUBCHEMANNOTATIONBIO;HMDB:(HMDB0028972);BloodExposome:(7015689);CHEBI:(74702);SUPERNATURAL:(SN0002537);MESH:(7015689);PUBCHEM:(14843111 7015688 7015689 102174691 56845967 10171602 88208342 104908035 104908055 61160124);FooDB:(FDB111993);DSSTox:(DTXSID201314353);TRAIN;PUBMED	137997869166	279.101	23	567749685088285887	567749456997830274	229
1	1	0.15577959409945383	0.2780609303120956	-405.5895730338897	nul	56.157	C12H21N3O4	[M + H]+	C12H22N3O4+	YTPLVNUZZOBFFC	InChI=1S/C12H21N3O4/c1-7(2)10(13)11(17)14-6-9(16)15-5-3-4-8(15)12(18)19/h7-8,10H,3-6,13H2,1-2H3,(H,14,17)(H,18,19)	1-[2-[(2-Amino-3-methylbutanoyl)amino]acetyl]pyrrolidine-2-carboxylic acid	CC(C)C(C(=O)NCC(=O)N1CCCC1C(=O)O)N	-0.793	82961379;82961465;18232360;11990217	PUBCHEM:(82961379 82961465 18232360 11990217);DSSTox:(DTXSID60475331);CHEBI:(166207);PUBMED	137438953570	272.160	23	567749665895150159	567749457052356230	230
1	1	0.08880494514910807	0.08880494514910807	-225.7878496461755	nul	51.630	C9H15NO3	[M + H]+	C9H16NO3+	CBOLARLSGQXRBB	InChI=1S/C9H15NO3/c1(7-4-11-7)10(2-8-5-12-8)3-9-6-13-9/h7-9H,1-6H2	1-(oxiran-2-yl)-N-(oxiran-2-ylmethyl)-N-[[(2S)-oxiran-2-yl]methyl]methanamine	C1C(O1)CN(CC2CO2)CC3CO3	-0.700	134360631;9899029;132104692	MESH:(9899029);PUBCHEM:(134360631 9899029 132104692);BloodExposome:(9899029);PUBMED	4194374	186.112	22	567749668977963667	567749457119465098	231
1	1	0.4392535394191523	0.5832839928069273	-142.8939641657708	nul	61.143	C6H11N3O2	[M + H]+	C6H12N3O2+	IKIABDZHSNNOSK	InChI=1S/C6H11N3O2/c7-6-8-3-1-2-4(9-6)5(10)11/h4H,1-3H2,(H,10,11)(H3,7,8,9)	2-Iminiumyl-1,3-diazepane-4-carboxylate	C1CC(NC(=NC1)N)C(=O)O	-1.000	139080281;13154361;206956	PUBCHEMANNOTATIONSAFETYANDTOXIC;PUBCHEM:(139080281 13154361 206956);DSSTox:(DTXSID20183162)	137506062338	158.092	22	567749666339746408	567749457161408142	234
1	1	0.9814177511973118	0.9814177511973118	-44.864119984334565	nul	37.275	C5H7NO3	[M + H]+	C5H8NO3+	ODHCTXKNWHHXJC	InChI=1S/C5H7NO3/c7-4-2-1-3(6-4)5(8)9/h3H,1-2H2,(H,6,7)(H,8,9)	Pidolic Acid	C1CC(=O)NC1C(=O)O	-0.800	134081798;102601775;76973407;76973951;5289118;7043982;21226158;101602863;102268616;144688319;101958799;140883902;131698836;10534703;499;7405;439685;122222193;142689433;71309033;57536822	PUBCHEMANNOTATIONBIO;HMDB:(HMDB0000267);MiMeDB:(MMDBc0000509);BloodExposome:(7405 439685 499 23668602);PUBCHEMANNOTATIONSAFETYANDTOXIC;SUPERNATURAL:(SN0262322);MESH:(499 7405);PUBCHEM:(134081798 102601775 76973407 76973951 5289118 7043982 21226158 101602863 102268616 144688319 101958799 140883902 131698836 10534703 499 7405 439685 122222193 142689433 71309033 57536822);FooDB:(FDB006738 FDB014506);NORMAN:(NS00088759 NS00080822 NS00006581 NS00091042 NS00085695 NS00085313 NS00088758 NS00088531 NS00078265 NS00081748);COCONUT:(CNP0206174);METACYC:(5-OXOPROLINE CPD-656 NRPS-Group);CHEBI:(58402 16010 57606 57948 18183 16924);PLANTCYC:(5-OXOPROLINE);KEGG:(C02237 C01879);YMDB:(YMDB00107);LOTUS:(Q60998677 Q421383 Q27887010);DSSTox:(DTXSID10193432 DTXSID20191929 DTXSID20885432 DTXSID40197423 DTXSID40959462 DTXSID50183074 DTXSID50218875 DTXSID6046260 DTXSID60948398 DTXSID80859174);PUBCHEMANNOTATIONDRUG;KNAPSACK:(ODHCTXKNWHHXJC-UHFFFAOYSA-N);PUBMED	139443251582	130.050	20	567749676636763039	567749457207545490	239
1	1	0.25300503620120524	0.25300503620120524	-119.57518362775495	nul	18.973	C8H16N2O4	[M + Na]+	C8H16N2NaO4+	STTYIMSDIYISRG	InChI=1S/C8H16N2O4/c1-4(2)6(9)7(12)10-5(3-11)8(13)14/h4-6,11H,3,9H2,1-2H3,(H,10,12)(H,13,14)	2-[[(2S)-2-amino-3-methylbutanoyl]amino]-3-hydroxypropanoic acid	CC(C)C(C(=O)NC(CO)C(=O)O)N	-1.449	6992639;6992640;61157920;61161728;36688632;36688630;36688631;36688633;36688634;36688635;139506;79013514;80749495	HMDB:(HMDB0029136);METACYC:(CPD-23022);PUBCHEMANNOTATIONSAFETYANDTOXIC;CHEBI:(177274 75021);SUPERNATURAL:(SN0355129);PUBCHEM:(6992639 6992640 61157920 61161728 36688632 36688630 36688631 36688633 36688634 36688635 139506 79013514 80749495);FooDB:(FDB112137);LOTUS:(Q27145080);DSSTox:(DTXSID10653187 DTXSID20929168 DTXSID50653186);PUBMED	138312419434	227.100	22	567749656340525397	567749457257877142	243
1	1	0.61521257435464	0.8721493452340722	-32.14781088261254	nul	43.906	C17H32N4O4	[M + H]+	C17H33N4O4+	NLZVTPYXYXMCIP	InChI=1S/C17H32N4O4/c1-3-11(2)14(19)16(23)21-10-6-8-13(21)15(22)20-12(17(24)25)7-4-5-9-18/h11-14H,3-10,18-19H2,1-2H3,(H,20,22)(H,24,25)	6-amino-2-{[1-(2-amino-3-methylpentanoyl)pyrrolidin-2-yl]formamido}hexanoic acid	CCC(C)C(C(=O)N1CCCC1C(=O)NC(CCCCN)C(=O)O)N	-0.063	53491908;18221875	SUPERNATURAL:(SN0249167);COCONUT:(CNP0346666);PUBCHEM:(53491908 18221875);GNPS:(CCMSLIB00003138699 CCMSLIB00003138619);TRAIN;CHEBI:(158710)	3166242	357.249	24	567749684849210541	567749457312403098	246
1	1	0.5019486828882123	0.5353031699660488	-151.81892434624754	nul	20.258	C12H25N3O3	[M + Na]+	C12H25N3NaO3+	ATIPDCIQTUXABX	InChI=1S/C12H25N3O3/c1-8(2)7-10(12(17)18)15-11(16)9(14)5-3-4-6-13/h8-10H,3-7,13-14H2,1-2H3,(H,15,16)(H,17,18)		CC(C)CC(C(=O)O)NC(=O)C(CCCCN)N	-0.236	4682588;7016102;7016103;92223539	PUBCHEMANNOTATIONBIO;HMDB:(HMDB0028955);MiMeDB:(MMDBc0000471);BloodExposome:(4682588);SUPERNATURAL:(SN0014888);MESH:(7016103);PUBCHEM:(4682588 7016102 7016103 92223539);FooDB:(FDB111978);GNPS:(CCMSLIB00003139057 CCMSLIB00003137350);COCONUT:(CNP0438208);CHEBI:(74561);LOTUS:(Q27144738);DSSTox:(DTXSID70426798)	139342131246	282.179	24	567749685037954232	567749457362734750	248
1	1	0.9437604580805639	0.9437604580805639	-13.335859611635904	nul	87.056	C8H16N2O4	[M + H]+	C8H17N2O4+	ILVGMCVCQBJPSH	InChI=1S/C8H16N2O4/c1-4(2)6(8(13)14)10-7(12)5(9)3-11/h4-6,11H,3,9H2,1-2H3,(H,10,12)(H,13,14)		CC(C)C(C(=O)O)NC(=O)C(CO)N	-1.449	7020158;7020159;18218242	COCONUT:(CNP0449945);PUBCHEMANNOTATIONBIO;HMDB:(HMDB0029052);CHEBI:(74823);SUPERNATURAL:(SN0149052);PUBCHEM:(7020158 7020159 18218242);FooDB:(FDB112058);GNPS:(CCMSLIB00003136668);LOTUS:(Q27144932);DSSTox:(DTXSID50427223)	138264186922	205.118	22	567749657254883693	567749457417260706	249
1	1	0.08814317688063698	0.24633557739190584	-218.0627574708718	nul	54.812	C10H16N2O4	[M + H]+	C10H17N2O4+	KZHUGLCSVNGQEO	InChI=1S/C10H16N2O4/c11-7(3-5-9(13)14)1-2-8(12)4-6-10(15)16/h11-12H,1-6H2,(H,13,14)(H,15,16)	4,7-Diiminodecanedioic acid	C(CC(=N)CCC(=O)O)C(=N)CCC(=O)O	-1.400	5327111	PUBCHEMANNOTATIONBIO;PUBCHEM:(5327111)	16777218	229.118	23	567749671402271474	567749457547284138	255
1	1	0.09214797845435013	0.09214797845435013	-305.96256792472525	nul	60.900	C11H19N3O3	[M + H]+	C11H20N3O3+	QCRPSMDDEDYFBI	InChI=1S/C11H19N3O3/c1-8(2)13-9(15)6-12-10(16)7-14-5-3-4-11(14)17/h8H,3-7H2,1-2H3,(H,12,16)(H,13,15)	1-Pyrrolidineacetamide, N-(2-((1-methylethyl)amino)-2-oxoethyl)-2-oxo-	CC(C)NC(=O)CNC(=O)CN1CCCC1=O	-0.700	3050861	PUBCHEMANNOTATIONSAFETYANDTOXIC;PUBCHEM:(3050861);DSSTox:(DTXSID80217417)	137506062338	242.150	23	567749672471819020	567749457610198702	257
1	3	0.030978184691352034	0.030978184691352034	-199.2850527835395	nul	40.207	C9H17N2O4PS	[M + H]+	C9H18N2O4PS+	CKIZKDIGAAGIME	InChI=1S/C9H17N2O4PS/c1-4-8-10-11-9(15-8)7-17-16(12,13-5-2)14-6-3/h4-7H2,1-3H3	Phosphorothioic acid, O,O-diethyl S-((5-ethyl-1,3,4-oxadiazol-2-yl)methyl) ester	CCC1=NN=C(O1)CSP(=O)(OCC)OCC	0.800	216962	PUBCHEMANNOTATIONSAFETYANDTOXIC;PUBCHEM:(216962);DSSTox:(DTXSID80191364)	137506062338	281.074	23	567749681460212759	567749457689890482	258
1	1	0.5129981816379082	0.5129981816379082	-237.9454646896889	nul	37.609	C14H20N4O4	[M + H3N + H]+	C14H24N5O4+	WSARFUKLLMQDDB	InChI=1S/C14H20N4O4/c19-11-7-16-14(22)10-4-2-6-18(10)12(20)8-15-13(21)9-3-1-5-17(9)11/h9-10H,1-8H2,(H,15,21)(H,16,22)	cyclo(d-phenylalanyl-l-prolyl-d-phenylalanyl-l-prolyl)	C1CC2C(=O)NCC(=O)N3CCCC3C(=O)NCC(=O)N2C1	-1.200	163115046;76192142;54766787	SUPERNATURAL:(SN0418472);COCONUT:(CNP0435495);PUBCHEM:(163115046 76192142 54766787);LOTUS:(Q105311738)	271581186	326.183	22	567749665245033017	567749457815719610	264
1	4	0.0834990943315145	0.0834990943315145	-218.33094766721095	nul	47.643	C13H28N2OS	[M + H]+	C13H29N2OS+	ZSUJUUNQAKEIRR	InChI=1S/C13H28N2OS/c1-3-5-9-15(10-6-4-2)13(16)12-17-11-7-8-14/h3-12,14H2,1-2H3	2-(3-aminopropylsulfanyl)-N,N-dibutylacetamide	CCCCN(CCCC)C(=O)CSCCCN	2.300	66220043	PUBCHEM:(66220043)	2	261.200	23	567749667056972416	567749457866051262	275
1	1	0.9948958402437623	0.9948958402437623	-11.909271754691312	nul	53.953	C11H14N4O2	[M + H]+	C11H15N4O2+	NAKUGCPAQTUSBE	InChI=1S/C11H14N4O2/c16-10-9-2-1-3-15(9)11(17)8(14-10)4-7-5-12-6-13-7/h5-6,8-9H,1-4H2,(H,12,13)(H,14,16)	3-[(1H-imidazol-4-yl)methyl]-octahydropyrrolo[1,2-a]pyrazine-1,4-dione	C1CC2C(=O)NC(C(=O)N2C1)CC3=CN=CN3	-0.400	67859438;9816083;7408266;7408684;102491877;3085031;141961796;360579;449094	PUBCHEMANNOTATIONBIO;HMDB:(HMDB0250630);BloodExposome:(449094);SUPERNATURAL:(SN0240184);MESH:(449094);PUBCHEM:(67859438 9816083 7408266 7408684 102491877 3085031 141961796 360579 449094);TRAIN;NORMAN:(NS00069934);COCONUT:(CNP0289471);CHEBI:(90039);DSSTox:(DTXSID60866301 DTXSID90962567);PUBCHEMANNOTATIONDRUG;PUBMED	137496911982	235.119	23	567749676905198500	567749457916382914	283
1	1	0.9834702772589173	0.9834702772589173	-93.61548835164129	nul	88.795	C15H23N3O3	[M + H]+	C15H24N3O3+	FADYJNXDPBKVCA	InChI=1S/C15H23N3O3/c16-9-5-4-8-13(15(20)21)18-14(19)12(17)10-11-6-2-1-3-7-11/h1-3,6-7,12-13H,4-5,8-10,16-17H2,(H,18,19)(H,20,21)	6-amino-2-(2-amino-3-phenylpropanamido)hexanoic acid	C1=CC=C(C=C1)CC(C(=O)NC(CCCCN)C(=O)O)N	0.251	67919490;15607819;15607820;15607821	COCONUT:(CNP0283669);HMDB:(HMDB0029000);BloodExposome:(15607819);CHEBI:(174099 141443);SUPERNATURAL:(SN0080218);PUBCHEM:(67919490 15607819 15607820 15607821);FooDB:(FDB112018);LOTUS:(Q104992192 Q104992193);TRAIN	812662826	294.181	24	567749673524589373	567749457987686086	287
1	1	0.12347145846896147	0.17946164918781082	-74.75673460822753	nul	39.924	C7H10N2O2	[M + H]+	C7H11N2O2+	HHILOQLQBYEUTP	InChI=1S/C7H10N2O2/c1-4-6(3-7(10)11)5(2)9-8-4/h3H2,1-2H3,(H,8,9)(H,10,11)	(3,5-dimethyl-1H-pyrazol-4-yl)acetate	CC1=C(C(=NN1)C)CC(=O)O	0.500	2146177;2146178	PUBCHEM:(2146177 2146178);DSSTox:(DTXSID60366710);PUBCHEMANNOTATIONSAFETYANDTOXIC;PUBMED	137506062402	155.082	24	567749669426754217	567749458042212042	295
1	1	0.9849018295459325	0.9922444141929782	-65.42202629122137	nul	94.126	C7H11NO5	[M + H]+	C7H12NO5+	RFMMMVDNIPUKGG	InChI=1S/C7H11NO5/c1-4(9)8-5(7(12)13)2-3-6(10)11/h5H,2-3H2,1H3,(H,8,9)(H,10,11)(H,12,13)	Acetylglutamic Acid	CC(=O)NC(CCC(=O)O)C(=O)O	-0.938	21880553;102602337;23657823;145740641;1549099;1560014;1560015;139025944;185;70914;13269177;148244739;18603704	PUBCHEMANNOTATIONBIO;HMDB:(HMDB0001138);MiMeDB:(MMDBc0000384 MMDBc0032843);BloodExposome:(70914 185);PUBCHEMANNOTATIONSAFETYANDTOXIC;SUPERNATURAL:(SN0323928);MESH:(70914);PUBCHEM:(21880553 102602337 23657823 145740641 1549099 1560014 1560015 139025944 185 70914 13269177 148244739 18603704);FooDB:(FDB022447 FDB031019);GNPS:(CCMSLIB00003139771);NORMAN:(NS00002099 NS00068576 NS00090147);COCONUT:(CNP0124986);METACYC:(ACETYL-GLU SMA-0000157 SMA-0000538);CHEBI:(172431 17533 21549 44337);PLANTCYC:(ACETYL-GLU);KEGG:(C00624);YMDB:(YMDB00066);LOTUS:(Q63390524 Q307661);DSSTox:(DTXSID001265001 DTXSID00859595 DTXSID3046534 DTXSID601270612 DTXSID70364404 DTXSID80185889);PUBCHEMANNOTATIONDRUG;PUBMED;PUBCHEMANNOTATIONFOOD	139577473390	190.071	21	567749678905881577	567749458096737998	298
1	1	0.5855801652730575	0.5855801652730575	-73.0322364880507	nul	81.825	C5H12N4O2	[M + Na]+	C5H12N4NaO2+	IFPQOXNWLSRZKX	InChI=1S/C5H12N4O2/c6-3(4(10)11)1-2-9-5(7)8/h3H,1-2,6H2,(H,10,11)(H4,7,8,9)	L-Norarginine	C(CN=C(N)N)C(C(=O)O)N	-2.084	51523063;137348247;11389551;59729727;435719;142606090	PUBCHEMANNOTATIONBIO;MESH:(435719);PUBCHEM:(51523063 137348247 11389551 59729727 435719 142606090);DSSTox:(DTXSID00639374 DTXSID20952214 DTXSID70161854);PUBMED	137455738950	183.084	24	567749675030344548	567749458205789910	309
1	1	0.9917720435554165	0.9917720435554165	-115.22138518817769	nul	59.596	C14H18N2O6	[M + H]+	C14H19N2O6+	PDSLRCZINIDLMU	InChI=1S/C14H18N2O6/c15-10(7-8-1-3-9(17)4-2-8)13(20)16-11(14(21)22)5-6-12(18)19/h1-4,10-11,17H,5-7,15H2,(H,16,20)(H,18,19)(H,21,22)	Tyrosylglutamic acid	C1=CC(=CC=C1CC(C(=O)NC(CCC(=O)O)C(=O)O)N)O	-0.393	19816750;7009627;7009628;10149652	PUBCHEMANNOTATIONBIO;HMDB:(HMDB0029104);BloodExposome:(19816750);CHEBI:(74883);SUPERNATURAL:(SN0282677);PUBCHEM:(19816750 7009627 7009628 10149652);FooDB:(FDB112108);DSSTox:(DTXSID00600266 DTXSID201311892);TRAIN;PUBMED	137997869162	311.123	24	567749673210016552	567749458264510170	310
1	1	0.36848169486321464	0.36848169486321464	-62.75983665059595	nul	45.291	C8H9NO	[M + H]+	C8H10NO+	HEQOJEGTZCTHCF	InChI=1S/C8H9NO/c9-6-8(10)7-4-2-1-3-5-7/h1-5H,6,9H2	2-amino-1-phenylethan-1-one	C1=CC=C(C=C1)C(=O)CN	0.559	53381458;4658461;11952;71313141	PUBCHEMANNOTATIONBIO;HMDB:(HMDB0032628);BloodExposome:(2723597 11952);SUPERNATURAL:(SN0123503);MESH:(11952);PUBCHEM:(53381458 4658461 11952 71313141);FooDB:(FDB010572);NORMAN:(NS00034671 NS00080746);COCONUT:(CNP0357301);CHEBI:(104022);LOTUS:(Q27181279);DSSTox:(DTXSID30735212 DTXSID80210206 DTXSID80884168);PUBCHEMANNOTATIONDRUG;PUBMED	164072005742	136.076	24	567749670924120800	567749458335813342	320
1	1	0.2761945391169301	0.5656937146171672	-43.30087487507867	nul	105.962	C9H8O3	[M + H]+	C9H9O3+	PMOWTIHVNWZYFI	InChI=1S/C9H8O3/c10-8-4-2-1-3-7(8)5-6-9(11)12/h1-6,10H,(H,11,12)	Coumaric Acid	C1=CC=C(C(=C1)C=CC(=O)O)O	1.393	5280841;637540;11968;54690158;54693535;54714352	PUBCHEMANNOTATIONBIO;HMDB:(HMDB0002641 HMDB0041592 HMDB0304296);BloodExposome:(11968 637540);PUBCHEMANNOTATIONSAFETYANDTOXIC;SUPERNATURAL:(SN0289541);MESH:(11968 637540);PUBCHEM:(5280841 637540 11968 54690158 54693535 54714352);FooDB:(FDB011258 FDB021703 FDB030743);NORMAN:(NS00014689);COCONUT:(CNP0207361);METACYC:(2-COUMARATE CPD-7418);CHEBI:(11594 18125 18176 12875 28873 47921);PLANTCYC:(2-COUMARATE CPD-7418);KEGG:(C05838 C01772);LOTUS:(Q7072006 Q27102874 Q27103936);DSSTox:(DTXSID10883240 DTXSID70862233);PUBCHEMANNOTATIONDRUG;KNAPSACK:(PMOWTIHVNWZYFI-UHFFFAOYSA-N);PUBMED;PUBCHEMANNOTATIONFOOD	172863400318	165.055	24	567749674405393231	567749458390339298	321
